entrez_id,symbol,Annotated_drug_processing,Disease_gene_Menche,Disease_gene_New,Drug_target,neighbors,nb_disease_genes_2015,nb_disease_gene_New,nb_drug_target,Palliative_target,zscore,Transcription_factor
401546,C9orf152,No,No,No,No,2,2,2,0,No,-0.732073624,No
26011,TENM4,No,Yes,Yes,No,9,1,2,0,No,-1.33064233,No
10643,IGF2BP3,No,No,Yes,No,29,2,5,4,No,-0.591694225,No
55215,FANCI,No,Yes,Yes,No,24,8,10,4,No,-0.330148228,No
29127,RACGAP1,No,No,No,No,116,14,34,21,No,-0.106905821,No
3002,GZMB,No,Yes,Yes,No,39,15,23,21,No,3.014136758,No
5727,PTCH1,No,Yes,Yes,No,98,31,39,15,No,-0.386052938,Yes
64699,TMPRSS3,No,No,Yes,No,33,5,11,9,No,0.51217254,No
596,BCL2,No,Yes,Yes,Yes,133,39,61,55,Yes,2.315609877,Yes
1410,CRYAB,No,No,No,No,93,39,41,30,No,1.227694641,No
126321,MFSD12,No,No,No,No,10,2,4,1,No,-0.640212018,Yes
284612,SYPL2,No,No,No,No,17,3,6,2,No,-0.688043263,No
146434,ZNF597,No,No,No,No,14,0,2,2,No,-0.385926216,Yes
7252,TSHB,No,No,Yes,No,17,3,5,4,No,0.223649674,No
7328,UBE2H,No,No,No,No,95,18,30,10,No,-0.801471683,No
7709,ZBTB17,No,Yes,Yes,No,41,17,24,11,No,0.393257386,Yes
538,ATP7A,Yes,Yes,Yes,Yes,46,15,14,10,Yes,0.190495449,No
54472,TOLLIP,No,No,Yes,No,101,17,34,12,No,-0.783801246,No
5432,POLR2C,No,No,No,No,69,10,18,6,No,-0.890264277,Yes
9919,SEC16A,No,No,Yes,No,114,27,46,25,No,0.238360386,No
10483,SEC23B,No,Yes,Yes,No,21,1,7,2,No,-0.971388236,No
55813,UTP6,No,No,No,No,25,3,7,5,No,-0.125516787,No
4298,MLLT1,No,Yes,No,No,55,12,15,6,No,-0.784202497,Yes
10401,PIAS3,No,No,No,No,60,22,30,17,No,0.775401549,Yes
728658,RPL13AP5,No,No,No,No,12,7,7,1,No,-0.752577076,No
93621,MRFAP1,No,No,No,No,45,5,11,5,No,-0.737411715,No
8673,VAMP8,No,Yes,Yes,No,32,6,10,3,No,-0.91406975,No
114990,VASN,No,No,No,No,118,20,29,13,No,-0.980687812,No
5814,PURB,No,No,No,No,19,0,4,3,No,-0.456497627,Yes
5983,RFC3,No,No,No,No,40,4,13,8,No,-0.068265747,No
9699,RIMS2,No,No,No,No,7,0,2,3,No,1.161112704,No
91039,DPP9,No,No,Yes,No,34,8,15,7,No,0.086327093,No
6207,RPS13,No,No,No,Yes,121,20,37,36,No,0.945232175,No
79885,HDAC11,No,No,No,No,29,3,6,5,No,-0.328108863,Yes
441150,C6orf226,No,No,No,No,9,3,4,3,No,0.600791688,No
4776,NFATC4,No,No,No,No,76,20,39,49,No,3.65374636,Yes
7024,TFCP2,No,No,No,No,110,19,33,27,No,0.410993489,Yes
54819,ZCCHC10,No,No,No,No,61,7,14,7,No,-0.750444234,No
839,CASP6,No,No,No,No,36,12,17,17,No,2.169984622,No
196483,EEF2KMT,No,No,No,No,17,3,7,4,No,0.223649674,No
197407,ZNF48,No,No,No,No,26,4,5,0,No,-1.569643417,Yes
30062,RAX,No,No,Yes,No,1,0,1,0,No,-0.520170265,Yes
122809,SOCS4,No,No,No,No,27,9,10,11,No,1.660159521,No
2202,EFEMP1,No,No,Yes,No,78,17,21,8,No,-0.946301967,No
1846,DUSP4,No,No,No,No,23,6,6,5,No,0.018070008,No
11082,ESM1,No,No,No,No,19,5,7,7,No,1.191057328,No
2904,GRIN2B,No,Yes,Yes,Yes,35,7,21,13,Yes,1.374846023,No
4656,MYOG,No,No,No,No,66,14,24,3,No,-1.468651381,Yes
54576,UGT1A8,No,No,Yes,Yes,7,2,7,7,Yes,4.247501913,No
1659,DHX8,No,No,No,No,55,5,12,5,No,-0.937400526,No
51634,RBMX2,No,No,No,No,19,3,3,1,No,-1.280275105,No
161,AP2A2,No,No,Yes,No,55,12,26,11,No,-0.018212353,No
8986,RPS6KA4,No,Yes,Yes,No,47,13,18,19,No,1.656158449,Yes
535,ATP6V0A1,No,No,No,No,71,11,24,17,No,0.410658753,No
1478,CSTF2,No,No,No,No,70,13,28,1,No,-1.511235907,No
11052,CPSF6,No,No,No,No,60,15,24,11,No,-0.223164348,No
5133,PDCD1,No,Yes,Yes,Yes,55,7,18,9,No,-0.324608411,No
51750,RTEL1,No,Yes,Yes,No,40,8,18,6,No,-0.501753244,No
8317,CDC7,No,No,No,No,75,20,25,14,No,-0.255152285,No
5544,PRB3,No,No,No,No,7,0,2,1,No,-0.382081901,Yes
84616,KRTAP4-4,No,No,No,No,68,7,7,3,No,-1.401333852,No
53407,STX18,No,No,No,No,45,5,17,5,No,-0.737411715,No
55850,USE1,No,No,No,No,39,9,13,4,No,-0.826257202,Yes
55174,INTS10,No,No,No,No,30,3,11,4,No,-0.56876064,No
80789,INTS5,No,No,No,No,51,7,18,8,No,-0.479408532,No
2548,GAA,No,Yes,Yes,Yes,38,10,14,6,No,-0.678078373,No
943,TNFRSF8,No,No,No,Yes,40,14,18,5,No,-0.718496992,No
10538,BATF,No,Yes,Yes,No,192,44,77,38,No,-0.253575522,Yes
153562,MARVELD2,No,No,Yes,No,12,2,2,3,No,0.433497288,No
6403,SELP,No,Yes,No,Yes,11,3,6,3,No,0.264998751,No
8907,AP1M1,No,No,No,No,116,27,31,13,No,-0.797438234,No
55634,KRBOX4,No,No,No,No,18,2,7,3,No,-0.36797586,No
116143,WDR92,No,No,No,No,29,9,12,8,No,0.462647225,No
144245,ALG10B,No,No,No,No,7,2,5,1,No,-0.382081901,No
23365,ARHGEF12,No,No,No,No,26,6,13,4,No,-0.384248708,No
349136,WDR86,No,No,No,No,20,4,7,5,No,0.164727594,No
326624,RAB37,No,No,Yes,No,12,4,8,7,No,2.805646017,Yes
11346,SYNPO,No,No,No,No,154,39,58,33,No,0.1617451,No
150,ADRA2A,No,No,No,Yes,319,61,140,167,Yes,0.310802801,No
57459,GATAD2B,No,No,Yes,No,86,15,26,13,No,-0.434361332,Yes
2817,GPC1,No,No,No,No,24,4,13,4,No,-0.330148228,No
3425,IDUA,Yes,Yes,Yes,Yes,4,0,0,0,No,-0.934308929,No
8747,ADAM21,No,No,No,No,28,4,2,7,No,0.383766927,No
11194,ABCB8,No,No,No,Yes,30,5,12,10,No,1.067802234,No
63905,MANBAL,No,No,No,No,25,3,3,3,No,-0.79493965,No
146225,CMTM2,No,No,No,No,13,3,5,3,No,-0.003949879,No
130617,ZFAND2B,No,No,No,No,26,9,9,6,No,0.208448646,No
79090,TRAPPC6A,No,No,No,Yes,58,10,17,8,No,-0.661087414,No
27018,BEX3,No,No,No,No,43,6,12,9,No,0.087061179,No
79039,DDX54,No,No,No,No,52,14,26,14,No,0.554209864,Yes
8079,MLF2,No,No,No,No,88,11,30,21,No,0.247732354,No
64210,MMS19,No,No,No,No,44,16,22,11,No,0.439370474,Yes
1039,CDR2,No,No,No,No,109,13,28,13,No,-0.743439021,Yes
11221,DUSP10,No,Yes,No,No,55,14,25,14,No,0.441381733,No
9368,SLC9A3R1,No,No,No,No,87,29,51,38,No,2.13394163,No
113130,CDCA5,No,No,No,No,61,9,24,11,No,-0.138041581,No
23415,KCNH4,No,No,No,No,4,1,3,0,No,-0.934308929,Yes
1374,CPT1A,No,No,No,Yes,36,12,17,16,No,1.940384021,No
8569,MKNK1,No,No,No,Yes,74,19,31,21,No,0.526627444,No
84444,DOT1L,No,No,Yes,No,36,11,11,8,No,0.103579218,Yes
10620,ARID3B,No,No,Yes,No,11,5,4,1,No,-0.809650561,Yes
26468,LHX6,No,No,No,No,26,7,13,2,No,-0.976946063,Yes
55072,RNF31,No,No,No,No,76,23,35,21,No,0.526627444,No
201973,PRIMPOL,No,No,No,No,18,1,3,2,No,-0.771136663,No
6781,STC1,No,Yes,No,No,3,1,1,0,No,-0.810083342,No
55870,ASH1L,No,No,Yes,No,29,4,6,4,No,-0.591694225,Yes
5558,PRIM2,No,No,No,No,26,1,3,3,No,-0.680597386,No
6117,RPA1,No,No,No,No,154,31,57,33,No,0.1617451,No
8690,JRKL,No,Yes,No,No,5,1,2,0,No,-1.008786655,Yes
79269,DCAF10,No,No,No,No,37,6,7,4,No,-0.896206124,No
27036,SIGLEC7,No,No,No,No,12,5,6,3,No,0.433497288,No
112840,WDR89,No,No,No,No,20,7,8,4,No,-0.197918975,No
27068,PPA2,No,No,Yes,No,20,2,7,4,No,-0.197918975,No
5777,PTPN6,No,No,No,No,175,69,105,64,No,2.161173212,No
11006,LILRB4,No,No,No,No,14,2,7,1,No,-0.884150635,No
10251,SPRY3,No,No,No,No,32,9,11,4,No,-0.646263349,No
10394,PRG3,No,No,No,No,32,7,15,7,No,0.157155852,No
92181,UBTD2,No,No,No,No,31,2,6,5,No,-0.330943561,No
1977,EIF4E,No,No,Yes,Yes,80,21,32,16,No,-0.034779322,No
5201,PFDN1,No,No,No,No,76,15,19,12,No,-0.478517922,Yes
80010,RMI1,No,No,No,No,22,5,8,3,No,-0.618834018,No
9275,BCL7B,No,No,No,No,28,5,9,3,No,-0.671243243,No
768097,HAR1B,No,No,No,No,1,1,1,0,No,-0.520170265,No
28954,REM1,No,No,No,No,6,0,3,5,No,2.972437451,No
823,CAPN1,No,No,Yes,Yes,80,24,34,27,No,1.256402992,No
2771,GNAI2,No,No,Yes,No,100,18,36,29,No,0.784603499,No
653361,NCF1,No,Yes,Yes,No,56,13,33,27,No,2.432956108,No
6733,SRPK2,No,No,Yes,Yes,131,19,36,23,No,-0.205598544,No
79594,MUL1,No,No,No,No,49,12,18,6,No,-0.569782947,No
7957,EPM2A,No,Yes,Yes,No,23,6,6,7,No,0.673753138,No
11224,RPL35,No,No,Yes,Yes,278,49,89,49,No,-0.21743214,No
26589,MRPL46,No,No,No,No,35,7,12,7,No,-0.008115974,No
2512,FTL,No,Yes,Yes,Yes,60,13,15,14,No,0.2761186,No
57111,RAB25,No,Yes,Yes,No,12,2,3,2,No,-0.159539894,No
128,ADH5,Yes,No,No,Yes,11,4,5,6,Yes,1.876972718,No
6235,RPS29,No,No,Yes,No,46,9,18,16,No,1.375800465,No
8767,RIPK2,No,Yes,Yes,Yes,56,18,28,18,No,1.054173849,No
4644,MYO5A,No,No,No,No,63,16,24,13,No,0.015375593,No
3493,IGHA1,No,No,No,Yes,44,5,14,4,No,-0.93354208,No
5309,PITX3,No,Yes,Yes,No,99,39,44,66,No,3.851218268,Yes
6518,SLC2A5,No,No,No,Yes,28,6,14,7,No,0.383766927,No
9975,NR1D2,No,No,No,Yes,60,8,12,6,No,-1.055302596,Yes
79012,CAMKV,No,No,No,No,59,15,22,10,No,-0.389591998,No
9968,MED12,No,Yes,Yes,No,77,16,29,12,No,-0.411526462,Yes
7068,THRB,No,Yes,Yes,Yes,68,18,34,17,No,0.453583359,Yes
5452,POU2F2,No,No,No,Yes,186,33,51,29,No,-0.730022224,Yes
85407,NKD1,No,Yes,Yes,No,25,4,8,2,No,-1.129651081,No
166979,CDC20B,No,No,No,No,37,9,12,6,No,-0.390739219,No
713,C1QB,No,No,No,Yes,23,7,10,8,No,1.001594704,No
10464,PIBF1,No,No,Yes,No,137,23,49,7,No,-1.549440659,No
55815,TSNAXIP1,No,No,No,No,16,5,7,1,No,-1.126659545,No
3854,KRT6B,No,Yes,Yes,No,28,4,5,0,No,-1.462500871,No
5050,PAFAH1B3,No,No,No,Yes,45,9,9,8,No,-0.14902062,No
64421,DCLRE1C,No,Yes,Yes,No,36,12,15,7,No,-0.126021382,No
7450,VWF,No,Yes,Yes,Yes,23,8,11,12,No,2.312960965,No
8334,H2AC6,No,No,No,No,24,6,10,4,No,-0.330148228,No
414157,C10orf62,No,No,No,No,14,0,1,1,No,-0.884150635,No
8468,FKBP6,No,No,No,No,68,4,17,6,No,-1.003851592,No
283455,KSR2,No,No,Yes,No,18,5,11,9,No,2.050988958,No
80772,CPTP,No,No,No,No,9,4,5,2,No,-0.043019652,No
8577,TMEFF1,No,No,No,No,20,7,12,4,No,-0.197918975,No
23549,DNPEP,No,No,No,Yes,16,3,4,3,No,-0.219554168,No
29124,LGALS13,No,No,No,No,17,3,7,5,No,0.679496142,No
3690,ITGB3,No,Yes,Yes,Yes,103,28,48,35,No,1.338158115,No
3693,ITGB5,No,No,No,No,79,19,31,16,No,0.123249042,No
8697,CDC23,No,No,No,No,157,21,40,18,No,-0.762512615,No
9184,BUB3,No,No,No,No,68,18,21,14,No,0.0561011,No
26100,WIPI2,No,No,No,No,50,11,19,4,No,-0.91859238,No
5407,PNLIPRP1,No,No,No,No,52,12,17,12,No,0.209670398,No
7103,TSPAN8,No,Yes,No,No,7,0,0,0,No,-1.153679204,No
9698,PUM1,No,No,Yes,No,25,7,10,5,No,-0.125516787,No
9846,GAB2,No,Yes,Yes,No,55,13,29,25,No,2.12656005,No
406883,MIRLET7A3,No,No,No,No,40,12,21,16,No,1.665684237,No
29763,PACSIN3,No,No,No,No,58,15,26,10,No,-0.365617476,No
57452,GALNT16,No,No,No,No,10,2,4,2,No,-0.048479306,No
201266,SLC39A11,No,No,Yes,No,23,4,8,7,No,0.673753138,No
51132,RLIM,No,No,No,No,33,6,12,3,No,-1.01082733,Yes
5775,PTPN4,No,No,No,Yes,29,7,13,15,No,2.307744762,No
6894,TARBP1,No,No,No,No,27,7,8,7,No,0.440310626,Yes
9452,ITM2A,No,Yes,No,No,21,6,5,5,No,0.157910403,No
23303,KIF13B,No,No,No,No,36,7,16,8,No,0.103579218,No
134288,TMEM174,No,Yes,No,No,12,3,5,1,No,-0.752577076,No
6749,SSRP1,No,No,No,No,92,11,23,19,No,0.087063604,Yes
56938,ARNTL2,No,No,No,No,25,6,15,4,No,-0.460228218,Yes
159091,FAM122C,No,No,No,No,2,1,1,0,No,-0.732073624,No
582,BBS1,No,Yes,Yes,No,42,17,24,9,No,0.081284159,No
165918,RNF168,No,No,No,No,54,7,15,3,No,-1.357207486,No
92344,GORAB,No,No,Yes,No,68,8,21,14,No,0.0561011,No
54726,OTUD4,No,No,No,No,19,4,8,2,No,-0.868386366,No
80726,IQCN,No,No,No,No,61,10,16,6,No,-0.903544897,No
254428,SLC41A1,No,Yes,Yes,No,35,4,13,6,No,-0.23860964,No
121227,LRIG3,No,No,No,No,14,1,5,0,No,-1.382375054,No
51514,DTL,No,No,No,No,85,19,30,20,No,0.302073828,No
1407,CRY1,No,No,No,No,65,10,30,17,No,0.525458807,Yes
55706,NDC1,No,No,No,No,33,7,6,4,No,-0.756994018,No
129401,NUP35,No,No,No,No,47,8,14,10,No,0.062225606,No
5048,PAFAH1B1,Yes,Yes,Yes,No,56,15,27,15,No,0.594579762,No
27072,VPS41,No,Yes,No,No,29,3,12,2,No,-1.11886495,No
11023,VAX1,No,Yes,Yes,No,17,3,4,2,No,-0.688043263,Yes
65117,RSRC2,No,No,No,No,28,5,7,2,No,-0.934995786,No
10972,TMED10,No,No,No,No,111,20,32,18,No,-0.365855476,No
22820,COPG1,No,No,No,No,35,3,9,6,No,-0.23860964,No
336,APOA2,No,No,Yes,Yes,40,9,19,11,No,0.581965497,No
2011,MARK2,No,No,No,Yes,111,27,54,35,No,1.101525902,No
11280,SCN11A,No,No,Yes,Yes,12,2,4,10,No,4.584757564,No
999,CDH1,No,Yes,Yes,No,155,52,76,50,No,1.209237177,Yes
5930,RBBP6,No,No,No,No,87,16,30,27,No,0.913453275,No
3437,IFIT3,No,No,No,No,43,11,19,12,No,0.656916172,No
170082,TCEANC,No,No,No,No,138,25,40,3,No,-1.809829189,Yes
80185,TTI2,No,No,Yes,No,18,5,7,4,No,0.035184943,No
63897,HEATR6,No,No,No,No,17,6,9,9,No,2.502882016,No
79752,ZFAND1,No,No,No,No,2,1,1,1,No,0.881815956,No
84985,FAM83A,No,No,No,No,35,8,18,2,No,-1.160584305,No
440,ASNS,Yes,No,No,Yes,23,7,7,6,No,0.345911573,No
6194,RPS6,No,No,No,Yes,182,29,57,53,No,0.540502313,No
2720,GLB1,No,Yes,Yes,No,42,9,16,16,No,1.389959123,No
55222,LRRC20,No,No,No,No,6,1,2,0,No,-1.127939856,No
138046,RALYL,No,No,No,No,41,5,10,2,No,-1.391026125,No
57410,SCYL1,No,No,Yes,Yes,35,9,18,11,No,0.91385869,Yes
27190,IL17B,No,No,No,No,3,0,0,2,No,1.729637405,No
91137,SLC25A46,No,Yes,Yes,No,37,2,12,14,No,1.631128399,No
6307,MSMO1,No,No,Yes,Yes,35,6,10,11,No,0.91385869,No
8443,GNPAT,No,Yes,Yes,No,30,7,8,5,No,-0.296000161,No
7003,TEAD1,No,No,No,No,30,12,15,7,No,0.249520797,Yes
2130,EWSR1,No,Yes,Yes,No,218,41,74,40,No,-0.396068083,Yes
100272147,CMC4,No,Yes,No,No,2,2,2,1,No,0.881815956,No
5074,PAWR,No,No,No,No,28,11,14,9,No,0.911272012,Yes
22800,RRAS2,No,Yes,Yes,No,52,11,21,13,No,0.381940131,No
9708,PCDHGA8,No,No,No,No,1,0,0,0,No,-0.520170265,No
56110,PCDHGA5,No,No,No,No,51,5,14,7,No,-0.651678265,No
84069,PLEKHN1,No,No,No,No,44,8,13,0,No,-1.718063539,No
56970,ATXN7L3,No,No,Yes,No,29,2,9,2,No,-1.11886495,No
8881,CDC16,No,No,No,No,156,30,52,21,No,-0.577661072,No
11285,B4GALT7,No,Yes,No,No,28,5,8,7,No,0.383766927,No
1409,CRYAA,No,Yes,No,No,15,5,4,2,No,-0.476526783,No
26765,SNORD12C,No,No,No,No,22,8,10,3,No,-0.618834018,No
65977,PLEKHA3,No,No,No,No,10,0,2,1,No,-0.640212018,No
10653,SPINT2,No,Yes,No,No,75,5,19,7,No,-1.036932014,No
23061,TBC1D9B,No,No,No,No,26,4,5,2,No,-0.976946063,No
3665,IRF7,No,No,Yes,No,73,20,36,20,No,0.799873184,Yes
27143,PALD1,No,No,No,No,10,2,3,2,No,-0.048479306,No
832,CAPZB,No,Yes,No,No,66,16,25,14,No,0.098149481,No
8473,OGT,No,No,Yes,No,77,17,23,17,No,0.256942918,No
144233,BCDIN3D,No,No,No,No,3,0,0,0,No,-0.810083342,No
11270,NRM,No,No,No,No,62,8,18,10,No,-0.291142245,No
127845,GOLT1A,No,No,No,No,29,3,12,5,No,-0.328108863,No
90231,KIAA2013,No,No,No,No,54,9,18,10,No,-0.152585457,No
146562,C16orf71,No,No,No,No,25,6,9,5,No,-0.125516787,No
57132,CHMP1B,No,No,No,No,35,6,13,4,No,-0.699596972,No
90417,KNSTRN,No,No,No,No,35,5,11,3,No,-0.930090639,No
84125,LRRIQ1,No,No,No,No,31,9,14,16,No,2.784543726,No
5625,PRODH,No,No,Yes,Yes,6,0,2,3,No,1.332286528,No
125111,GJD3,No,No,No,No,4,1,3,0,No,-0.934308929,No
5358,PLS3,No,No,Yes,No,17,4,5,4,No,0.223649674,No
2035,EPB41,No,Yes,Yes,No,39,15,26,11,No,0.755081488,No
9747,TCAF1,No,No,No,No,48,9,16,4,No,-1.000396289,No
118490,MSS51,No,No,No,No,24,2,5,1,No,-1.379431209,No
7029,TFDP2,No,Yes,Yes,No,17,2,3,2,No,-0.688043263,Yes
2812,GP1BB,No,Yes,Yes,No,67,18,27,15,No,0.188595186,No
8189,SYMPK,No,No,Yes,No,37,9,15,9,No,0.367461138,No
26233,FBXL6,No,No,No,No,20,4,7,5,No,0.164727594,No
93144,RPS10P5,No,No,No,No,26,3,7,7,No,0.504797323,No
64759,TNS3,No,No,Yes,No,29,12,16,13,No,1.780574037,No
9810,RNF40,No,No,No,No,63,13,17,11,No,-0.298286501,No
92906,HNRNPLL,No,No,No,No,80,13,21,5,No,-1.325961635,No
6905,TBCE,No,No,Yes,No,10,2,3,5,No,1.726718828,No
375387,NRROS,No,No,Yes,No,18,6,8,8,No,1.647828155,No
126868,MAB21L3,No,No,No,No,31,6,8,1,No,-1.463848028,No
1889,ECE1,Yes,No,Yes,Yes,36,12,14,12,No,1.02198162,No
5878,RAB5C,No,No,Yes,No,185,29,66,46,No,0.169932657,No
80728,ARHGAP39,No,No,No,No,18,7,9,6,No,0.841506549,No
10477,UBE2E3,No,Yes,No,No,116,20,37,14,No,-0.711121682,No
55125,CEP192,No,No,No,No,44,12,21,8,No,-0.14902062,No
1493,CTLA4,No,Yes,Yes,Yes,17,4,7,9,No,2.502882016,No
10519,CIB1,No,No,Yes,Yes,43,13,17,13,No,0.846867836,No
339168,TMEM95,No,No,No,No,2,0,1,1,No,0.881815956,No
120114,FAT3,No,Yes,Yes,No,19,4,5,4,No,-0.044608889,No
132014,IL17RE,No,No,No,No,10,3,5,2,No,-0.048479306,No
116835,HSPA12B,No,No,No,No,12,1,3,0,No,-1.345614259,No
26020,LRP10,No,No,No,No,53,12,20,10,No,-0.152585457,No
170384,FUT11,No,No,No,No,23,9,6,3,No,-0.637613123,No
283106,CSNK2A3,No,No,No,No,4,2,3,4,No,3.331157984,No
91404,SESTD1,No,No,Yes,No,24,5,8,1,No,-1.379431209,No
8364,H4C3,No,No,No,No,78,14,24,17,No,0.256942918,No
204,AK2,Yes,Yes,No,Yes,36,9,13,17,No,2.169984622,No
125950,RAVER1,No,No,No,No,28,8,10,9,No,0.911272012,No
5682,PSMA1,No,No,No,Yes,234,40,70,40,No,-0.396068083,No
10616,RBCK1,No,No,No,No,93,16,30,17,No,-0.120323857,Yes
9080,CLDN9,No,No,No,No,23,2,5,2,No,-0.965454688,No
25861,WHRN,No,Yes,Yes,No,15,3,8,2,No,-0.476526783,No
6532,SLC6A4,No,No,Yes,Yes,30,6,15,11,Yes,1.340562713,No
55108,BSDC1,No,No,No,No,16,3,5,3,No,-0.219554168,No
60673,ATG101,No,No,No,No,20,6,7,3,No,-0.560565544,No
285025,CCDC141,No,No,Yes,No,5,0,1,0,No,-1.008786655,No
54462,CCSER2,No,No,No,No,22,6,11,3,No,-0.618834018,No
7317,UBA1,No,No,No,Yes,113,26,47,20,No,-0.193222372,No
23076,RRP1B,No,No,Yes,No,54,5,16,14,No,0.535769988,No
137868,SGCZ,No,Yes,Yes,No,12,4,5,1,No,-0.752577076,No
23564,DDAH2,Yes,No,No,Yes,57,12,22,15,No,0.373057367,No
5782,PTPN12,No,No,No,No,69,24,35,29,No,1.96620522,No
8332,H2AC16,No,No,No,No,32,5,8,4,No,-0.646263349,No
205860,TRIML2,No,No,No,No,60,9,17,2,No,-1.721013194,No
51006,SLC35C2,No,No,No,No,93,13,24,9,No,-0.949873702,No
9372,ZFYVE9,No,No,No,No,52,15,26,12,No,0.209670398,No
79987,SVEP1,No,No,Yes,No,6,4,3,1,No,-0.307864395,No
11120,BTN2A1,No,Yes,Yes,No,31,5,9,1,No,-1.463848028,No
152206,CCDC13,No,No,No,No,67,13,25,4,No,-1.268839765,No
158506,CBLL2,No,No,No,No,13,0,1,1,No,-0.938754558,No
6734,SRPRA,No,No,No,No,32,4,17,7,No,0.157155852,No
65992,DDRGK1,No,Yes,Yes,No,26,5,11,6,No,0.208448646,No
23395,LARS2,No,No,No,Yes,18,3,2,4,No,0.035184943,No
112770,GLMP,No,No,No,No,66,8,19,20,No,0.952768133,No
1113,CHGA,No,No,No,No,8,2,5,2,No,0.095468576,No
2316,FLNA,No,Yes,Yes,Yes,279,76,120,78,No,0.997947133,Yes
3400,ID4,No,No,No,No,16,4,6,4,No,0.233998521,Yes
7409,VAV1,No,No,No,No,117,40,64,43,No,1.531381737,Yes
341,APOC1,No,Yes,Yes,No,32,4,11,6,No,-0.110650549,No
120237,DBX1,No,No,No,No,2,2,2,0,No,-0.732073624,Yes
5713,PSMD7,No,No,No,No,80,12,23,24,No,0.904262361,No
6480,ST6GAL1,Yes,Yes,Yes,No,19,7,11,0,No,-1.692163844,No
387266,KRTAP5-3,No,No,No,No,44,8,4,3,No,-1.129672445,No
4052,LTBP1,No,No,No,No,34,5,11,9,No,0.610044789,No
4319,MMP10,No,No,No,Yes,17,4,6,5,No,0.679496142,No
22827,PUF60,No,No,No,No,86,13,22,19,No,0.196868805,Yes
25844,YIPF3,No,No,No,No,116,25,31,23,No,0.065727282,No
81605,URM1,No,No,No,No,16,1,5,4,No,0.233998521,No
5898,RALA,No,Yes,No,Yes,73,16,30,19,No,0.67013504,No
51105,PHF20L1,No,No,No,No,35,5,14,6,No,-0.23860964,No
54815,GATAD2A,No,No,Yes,No,64,9,17,7,No,-0.925610688,Yes
10897,YIF1A,No,No,No,No,87,18,29,18,No,-0.085128106,No
166785,MMAA,Yes,No,No,Yes,3,0,1,0,No,-0.810083342,No
326,AIRE,No,Yes,Yes,No,44,15,23,24,No,2.989065217,Yes
7051,TGM1,No,Yes,Yes,Yes,58,11,24,7,No,-0.808822382,No
3558,IL2,No,Yes,Yes,Yes,61,19,33,14,No,0.321260408,Yes
112802,KRT71,No,No,Yes,No,21,3,3,1,No,-1.347821116,No
164592,CCDC116,No,No,No,No,90,24,32,5,No,-1.527523435,No
6836,SURF4,No,No,No,No,46,9,13,16,No,1.375800465,No
57474,ZNF490,No,No,No,No,42,4,9,1,No,-1.414344371,Yes
63977,PRDM15,No,No,No,No,9,1,0,0,No,-1.33064233,Yes
4597,MVD,No,No,Yes,No,20,2,9,3,No,-0.560565544,No
9044,BTAF1,No,No,No,No,23,3,5,5,No,0.018070008,Yes
27309,ZNF330,No,No,No,No,54,6,10,3,No,-1.357207486,Yes
84316,NAA38,No,No,No,No,17,5,7,1,No,-1.143889732,No
54963,UCKL1,No,No,No,Yes,22,7,8,6,No,0.511388112,No
51390,AIG1,No,No,No,No,57,13,18,12,No,-0.070147539,No
3237,HOXD11,No,No,No,No,4,1,3,1,No,0.132057799,Yes
2444,FRK,No,No,Yes,Yes,34,10,16,12,No,1.395621334,No
79004,CUEDC2,No,No,Yes,No,25,5,12,11,No,1.882751802,No
3494,IGHA2,No,No,No,Yes,24,4,5,2,No,-1.029670215,No
7351,UCP2,No,No,No,No,21,2,4,6,No,0.534343283,No
8880,FUBP1,No,No,No,Yes,61,13,23,14,No,0.321260408,Yes
5037,PEBP1,No,No,No,Yes,48,13,25,14,No,0.770640203,No
220108,FAM124A,No,No,No,No,30,5,8,1,No,-1.387042077,No
51409,HEMK1,No,No,No,No,26,4,5,3,No,-0.680597386,No
22836,RHOBTB3,No,Yes,No,No,46,8,13,8,No,-0.204606223,No
84868,HAVCR2,No,No,No,No,80,21,32,26,No,1.139022782,No
3159,HMGA1,No,No,Yes,No,152,31,56,45,No,0.901151272,Yes
9639,ARHGEF10,No,No,No,No,12,2,4,0,No,-1.345614259,No
8631,SKAP1,No,No,Yes,No,101,27,44,14,No,-0.599283041,No
23005,MAPKBP1,No,No,Yes,No,79,15,20,7,No,-1.079995843,No
196074,METTL15,No,No,No,No,31,4,9,5,No,-0.330943561,No
4061,LY6E,No,No,No,No,11,4,4,1,No,-0.809650561,No
85004,RERG,No,No,No,No,4,1,3,1,No,0.132057799,No
5076,PAX2,No,Yes,Yes,No,27,10,12,5,No,-0.169613821,Yes
80279,CDK5RAP3,No,No,No,No,44,6,19,12,No,0.635500839,No
84515,MCM8,No,No,Yes,No,27,4,8,4,No,-0.474576045,Yes
9140,ATG12,No,No,No,No,27,7,8,3,No,-0.779538268,No
11311,VPS45,No,No,No,No,19,3,7,4,No,-0.044608889,No
112399,EGLN3,No,No,No,Yes,50,11,19,11,No,0.302240634,Yes
80347,COASY,No,No,Yes,No,27,5,7,4,No,-0.474576045,No
29927,SEC61A1,No,No,No,No,33,8,16,11,No,1.019839163,No
84759,PCGF1,No,No,No,No,44,7,12,4,No,-0.93354208,Yes
26097,CHTOP,No,No,No,No,52,13,15,10,No,-0.134869067,No
